10517,S WABASH AVE,S,WABASH AVE,,CHICAGO
7211,S SANGAMON ST,S,SANGAMON ST,,CHICAGO
970,N PICKET STREET,N,PICKET STREET,,BAYPORT
9319,S EVANS AVE,S,EVANS AVE,,CHICAGO
116,W 111TH PL,W,111TH PL,,CHICAGO
11618,S STATE ST,S,STATE ST,,CHICAGO
11924,S YALE AVE,S,YALE AVE,,CHICAGO
7433,S EVANS AVE,S,EVANS AVE,,CHICAGO
11334,S YALE AVE,S,YALE AVE,,CHICAGO
107,W 110TH ST,W,110TH ST,,CHICAGO
11329,S FOREST AVE,S,FOREST AVE,,CHICAGO
11540,S YALE AVE,S,YALE AVE,,CHICAGO
10017,S STATE ST,S,STATE ST,,CHICAGO
1535,W 47TH ST,W,47TH ST,,CHICAGO
119,E 103RD PL,E,103RD PL,,CHICAGO
40,W 114TH ST,W,114TH ST,,CHICAGO
6232,S PAULINA ST,S,PAULINA ST,,CHICAGO
11242,S VERNON AVE,S,VERNON AVE,,CHICAGO
720,E 105TH ST,E,105TH ST,,CHICAGO
5,E 114TH PL,E,114TH PL,,CHICAGO
10808,S RHODES AVE,S,RHODES AVE,,CHICAGO
147,W 113TH ST,W,113TH ST,,CHICAGO
4401,S TALMAN AVE,S,TALMAN AVE,,CHICAGO
12117,S PARNELL AVE,S,PARNELL AVE,,CHICAGO
350,W 106TH ST,W,106TH ST,,CHICAGO
11756,S RACINE AVE,S,RACINE AVE,,CHICAGO
14518,S NORMAL AVE,S,NORMAL AVE,,RIVERDALE
889,E 100TH ST,E,100TH ST,,CHICAGO
7514,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
12316,S INDIANA AVE,S,INDIANA AVE,,CHICAGO
10238,S LA SALLE ST,S,LA SALLE ST,,CHICAGO
6850,S CORNELL AVE,S,CORNELL AVE,3RDFL,CHICAGO
10901,S DR MARTIN LUTHER KING JR DR,S,DR MARTIN LUTHER KING JR DR,,CHICAGO
8324,S BUFFALO AVE,S,BUFFALO AVE,,CHICAGO
215,#VALUE!,,RIVERSIDE,,DOLTON
5608,S WABASH AVE,S,WABASH AVE,,CHICAGO
11115,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
10542,S MARYLAND AVE,S,MARYLAND AVE,,CHICAGO
220,W 109TH ST,W,109TH ST,,CHICAGO
5140,S HYDE PARK BLVD,S,HYDE PARK BLVD,6B,CHICAGO
11625,S STEWART AVE,S,STEWART AVE,,CHICAGO
1906,S STATE,S,STATE,,CALUMET CITY
11824,S EMERALD AVE,S,EMERALD AVE,,CHICAGO
11312,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
308,E 90TH ST,E,90TH ST,,CHICAGO
9240,S LAFLIN ST,S,LAFLIN ST,,CHICAGO
11749,S PEORIA ST,S,PEORIA ST,,CHICAGO
12921,S UNION AVE,S,UNION AVE,,CHICAGO
11324,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
133,W 124TH ST,W,124TH ST,,CHICAGO
11839,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
11916,S PRINCETON AVE,S,PRINCETON AVE,,CHICAGO
12046,S PERRY AVE,S,PERRY AVE,,CHICAGO
7933,S LANGLEY AVE,S,LANGLEY AVE,,CHICAGO
16,W 113TH PL,W,113TH PL,,CHICAGO
11845,S UNION AVE,S,UNION AVE,,CHICAGO
140,S SCHOOL,S,SCHOOL,,RIVERDALE
119,W 104TH PL,W,104TH PL,,CHICAGO
11835,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
8106,S CORNELL AVE,S,CORNELL AVE,,CHICAGO
450,W 126TH PL,W,126TH PL,,CHICAGO
34,W 108TH PL,W,108TH PL,,CHICAGO
1510,E 67TH PL,E,67TH PL,,CHICAGO
10718,S PERRY AVE,S,PERRY AVE,,CHICAGO
10804,S STATE ST,S,STATE ST,,CHICAGO
11938,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
52,W 112TH ST,W,112TH ST,,CHICAGO
11728,S PERRY AVE,S,PERRY AVE,,CHICAGO
10156,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
10734,S PRAIRIE AVE,S,PRAIRIE AVE,,CHICAGO
12016,S PRINCETON AVE,S,PRINCETON AVE,,CHICAGO
410,E 113TH ST,E,113TH ST,,CHICAGO
11904,S MAPLE AVE,S,MAPLE AVE,,BLUE ISLAND
11558,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
10423,S STATE ST,S,STATE ST,,CHICAGO
68,E 61ST ST,E,61ST ST,,CHICAGO
331,N 28TH AVE,N,28TH AVE,,DULUTH
54,W 110TH PL,W,110TH PL,,CHICAGO
321,W 97TH ST,W,97TH ST,,CHICAGO
10752,S PRAIRIE AVE,S,PRAIRIE AVE,,CHICAGO
901,E 104TH ST,E,104TH ST,,CHICAGO
342,#VALUE!,,DAYTON STREET,,AURORA
10101,S YALE AVE,S,YALE AVE,,CHICAGO
10235,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
11100,S VERNON AVE,S,VERNON AVE,,CHICAGO
15112,S HALSTED ST,S,HALSTED ST,,HARVEY
36,E 102ND ST,E,102ND ST,,CHICAGO
8723,S ELIZABETH ST,S,ELIZABETH ST,,CHICAGO
10607,S PERRY AVE,S,PERRY AVE,,CHICAGO
7125,S ABERDEEN ST,S,ABERDEEN ST,,CHICAGO
4959,N ALBANY AVE,N,ALBANY AVE,,CHICAGO
341,W 109TH ST,W,109TH ST,,CHICAGO
11829,S STATE ST,S,STATE ST,,CHICAGO
10810,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
11006,S STATE ST,S,STATE ST,,CHICAGO
121,W 113TH PL,W,113TH PL,,CHICAGO
28,W 108TH PL,W,108TH PL,,CHICAGO
110,W 110TH ST,W,110TH ST,,CHICAGO
10838,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
11117,S PERRY AVE,S,PERRY AVE,,CHICAGO
9714,S YALE AVE,S,YALE AVE,,CHICAGO
11345,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
8,E 114TH PL,E,114TH PL,,CHICAGO
5746,S THROOP ST,S,THROOP ST,2ND FL,CHICAGO
316,W 104TH PL,W,104TH PL,,CHICAGO
114,W 110TH PL,W,110TH PL,,CHICAGO
34,E 100TH PL,E,100TH PL,,CHICAGO
5706,S ADA ST,S,ADA ST,,CHICAGO
6424,S COTTAGE GROVE AVE,S,COTTAGE GROVE AVE,3,CHICAGO
11805,S PEORIA ST,S,PEORIA ST,,CHICAGO
4,E 107TH ST,E,107TH ST,,CHICAGO
7114,S HONORE ST,S,HONORE ST,,CHICAGO
11306,S INDIANA AVE,S,INDIANA AVE,,CHICAGO
29,E 123RD ST,E,123RD ST,,CHICAGO
103,W 112TH ST,W,112TH ST,,CHICAGO
10935,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
10555,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
10237,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
9330,S CHAPPEL AVE,S,CHAPPEL AVE,,CHICAGO
160,E 111TH ST,E,111TH ST,,CHICAGO
234,W 106TH PL,W,106TH PL,,CHICAGO
359,E 57TH ST,E,57TH ST,3E,CHICAGO
8748,S BURLEY AVE,S,BURLEY AVE,C,CHICAGO
763,E 130TH PL,E,130TH PL,,CHICAGO
7621,S EMERALD AVE,S,EMERALD AVE,,CHICAGO
10728,S CHAMPLAIN AVE,S,CHAMPLAIN AVE,,CHICAGO
12337,S STATE ST,S,STATE ST,,CHICAGO
14918,S LANGLEY AVE,S,LANGLEY AVE,,DOLTON
3535,S COTTAGE GROVE AVE,S,COTTAGE GROVE AVE,,CHICAGO
6746,S NORMAL BLVD,S,NORMAL BLVD,1,CHICAGO
5701,S DAMEN AVE,S,DAMEN AVE,2,CHICAGO
312,N AVON,N,AVON,,ROCKFORD
14236,S MINERVA AVE,S,MINERVA AVE,,DOLTON
311,W 105TH ST,W,105TH ST,,CHICAGO
10158,S GREEN ST,S,GREEN ST,,CHICAGO
10749,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
11001,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
2135,E 175TH,E,175TH,,LANSING
226,W 108TH ST,W,108TH ST,,CHICAGO
7830,S ARTESIAN AVE,S,ARTESIAN AVE,,DETROIT
10921,S VERNON AVE,S,VERNON AVE,3,CHICAGO
9638,S AVENUE M,S,AVENUE M,,CHICAGO
10550,S STATE ST,S,STATE ST,,CHICAGO
7417,S SANGAMON ST,S,SANGAMON ST,,CHICAGO
702,E 105TH ST,E,105TH ST,,CHICAGO
642,E 89TH ST,E,89TH ST,1,CHICAGO
218,W 105TH ST,W,105TH ST,,CHICAGO
7237,S MAPLEWOOD AVE,S,MAPLEWOOD AVE,,CHICAGO
6616,S DREXEL AVE,S,DREXEL AVE,,CHICAGO
324,E 107TH ST,E,107TH ST,,CHICAGO
515,W 116TH ST,W,116TH ST,,CHICAGO
240,W 107TH PL,W,107TH PL,404,CHICAGO
6723,S CLAREMONT AVE,S,CLAREMONT AVE,,CHICAGO
11579,S LA SALLE ST,S,LA SALLE ST,,CHICAGO
10526,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
12220,S STATE ST,S,STATE ST,,CHICAGO
10739,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
1318,W 109TH ST,W,109TH ST,,CHICAGO
12115,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
2507,E 77TH ST,E,77TH ST,2W,CHICAGO
10352,S CALUMET AVE,S,CALUMET AVE,,CHICAGO
939,N LOCKWOOD AVE,N,LOCKWOOD AVE,,CHICAGO
12759,S PARNELL AVE,S,PARNELL AVE,,CHICAGO
17,W 114TH ST,W,114TH ST,,CHICAGO
11415,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
11572,S FRONT AVE,S,FRONT AVE,,CHICAGO
12528,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
375,W CALHOUN AVE,W,CALHOUN AVE,,CALUMET CITY
9934,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
14546,S UNION,S,UNION,2,HARVEY
1527,W 76TH ST,W,76TH ST,,CHICAGO
10125,S PERRY AVE,S,PERRY AVE,,CHICAGO
25,E 118TH PL,E,118TH PL,,CHICAGO
7544,S EGGLESTON AVE,S,EGGLESTON AVE,,CHICAGO
821,W 115TH ST,W,115TH ST,,CHICAGO
10728,S LA SALLE ST,S,LA SALLE ST,,CHICAGO
205,W 109TH PL,W,109TH PL,,CHICAGO
6341,S KIMBARK AVE,S,KIMBARK AVE,1E,CHICAGO
10050,S YALE AVE,S,YALE AVE,,CHICAGO
11137,S EMERALD AVE,S,EMERALD AVE,,CHICAGO
10340,S WABASH AVE,S,WABASH AVE,,CHICAGO
11014,S VERNON AVE,S,VERNON AVE,,CHICAGO
7441,S PERRY AVE,S,PERRY AVE,,CHICAGO
10953,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
12424,S STEWART AVE,S,STEWART AVE,,CHICAGO
10728,S WABASH AVE,S,WABASH AVE,,CHICAGO
21,W 114TH ST,W,114TH ST,,CHICAGO
10033,S YALE AVE,S,YALE AVE,,CHICAGO
5529,S LOOMIS BLVD,S,LOOMIS BLVD,,CHICAGO
11938,S WALLACE ST,S,WALLACE ST,,CHICAGO
4753,S VINCENNES AVE,S,VINCENNES AVE,,CHICAGO
5623,S ELIZABETH ST,S,ELIZABETH ST,2,CHICAGO
12534,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
33,E BRAYTON ST,E,BRAYTON ST,,CHICAGO
250,W 110TH PL,W,110TH PL,,CHICAGO
11837,S HARVARD AVE,S,HARVARD AVE,,CHICAGO
11820,S STATE ST,S,STATE ST,2,CHICAGO
11621,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
743,E 104TH PL,E,104TH PL,,CHICAGO
37,W 107TH ST,W,107TH ST,,CHICAGO
709,E 81ST ST,E,81ST ST,,CHICAGO
10983,S RACINE AVE,S,RACINE AVE,,CHICAGO
36,E 121ST ST,E,121ST ST,,CHICAGO
824,W 122ND ST,W,122ND ST,,CHICAGO
11352,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
10739,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
10618,S PERRY AVE,S,PERRY AVE,,CHICAGO
117,W 109TH PL,W,109TH PL,,CHICAGO
241,W 107TH ST,W,107TH ST,2ND FLR,CHICAGO
33,W 104TH PL,W,104TH PL,,CHICAGO
10140,S PERRY AVE,S,PERRY AVE,,CHICAGO
11714,S YALE AVE,S,YALE AVE,,CHICAGO
8013,S MARQUETTE AVE,S,MARQUETTE AVE,,CHICAGO
6621,N ASHLAND AVE,N,ASHLAND AVE,,CHICAGO
735,W 59TH ST,W,59TH ST,,CHICAGO
312,E 132ND ST,E,132ND ST,,CHICAGO
6512,S CALIFORNIA AVE,S,CALIFORNIA AVE,,CHICAGO
10750,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
7012,N RIDGE BLVD,N,RIDGE BLVD,,CHICAGO
10656,S VERNON AVE,S,VERNON AVE,2,CHICAGO
443,W 116TH ST,W,116TH ST,,CHICAGO
10801,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
11324,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
10721,S COTTAGE GROVE AVE,S,COTTAGE GROVE AVE,,CHICAGO
12053,S PERRY AVE,S,PERRY AVE,,CHICAGO
32,W 110TH PL,W,110TH PL,,CHICAGO
353,W 117TH ST,W,117TH ST,,CHICAGO
7201,S RACINE AVE,S,RACINE AVE,,CHICAGO
434,E 133RD ST,E,133RD ST,,CHICAGO
1240,W 108TH PL,W,108TH PL,,CHICAGO
11741,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
302,W 110TH PL,W,110TH PL,,CHICAGO
6744,S CLYDE AVE,S,CLYDE AVE,1,CHICAGO
135,W 116TH ST,W,116TH ST,,CHICAGO
58,W 103RD PL,W,103RD PL,,CHICAGO
12110,S EGGLESTON AVE,S,EGGLESTON AVE,1,CHICAGO
11568,S PERRY AVE,S,PERRY AVE,,CHICAGO
7832,S EMERALD AVE,S,EMERALD AVE,1,CHICAGO
11820,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
11820,S LOWE AVE,S,LOWE AVE,,CHICAGO
10341,S RHODES AVE,S,RHODES AVE,,CHICAGO
12025,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
369,E SIBLEY BLVD,E,SIBLEY BLVD,,HARVEY
10804,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
1657,E 67TH ST,E,67TH ST,,CHICAGO
12007,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
10024,S VERNON AVE,S,VERNON AVE,,CHICAGO
19,E 113TH PL,E,113TH PL,,CHICAGO
100,W 110TH ST,W,110TH ST,,CHICAGO
6759,S PEORIA ST,S,PEORIA ST,,CHICAGO
15,E 118TH PL,E,118TH PL,,CHICAGO
66,W 105TH ST,W,105TH ST,,CHICAGO
10752,S LANGLEY AVE,S,LANGLEY AVE,,CHICAGO
14417,S PARNELL AVE,S,PARNELL AVE,,RIVERDALE
11135,S VERNON AVE,S,VERNON AVE,,CHICAGO
11548,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
12220,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
11015,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
39,E 101ST ST,E,101ST ST,,CHICAGO
62,W 103RD PL,W,103RD PL,,CHICAGO
50,W 105TH ST,W,105TH ST,,CHICAGO
10520,S STATE ST,S,STATE ST,,CHICAGO
1230,E 69TH ST,E,69TH ST,,CHICAGO
10955,S VERNON AVE,S,VERNON AVE,,CHICAGO
8035,S PARNELL AVE,S,PARNELL AVE,,CHICAGO
10650,S CHAMPLAIN AVE,S,CHAMPLAIN AVE,,CHICAGO
11839,S LOWE AVE,S,LOWE AVE,,CHICAGO
11821,S INDIANA AVE,S,INDIANA AVE,,CHICAGO
10618,S INDIANA AVE,S,INDIANA AVE,,CHICAGO
6131,S FAIRFIELD AVE,S,FAIRFIELD AVE,,CHICAGO
9711,S WOODLAWN AVE,S,WOODLAWN AVE,,CHICAGO
10019,S STATE ST,S,STATE ST,,CHICAGO
11253,S WALLACE ST,S,WALLACE ST,,CHICAGO
1505,S BIG BEND RD,S,BIG BEND RD,,WAUKESHA
8621,S MANISTEE AVE,S,MANISTEE AVE,,CHICAGO
324,W 106TH PL,W,106TH PL,,CHICAGO
12222,S NORMAL AVE,S,NORMAL AVE,,CHICAGO
9645,S CRANDON AVE,S,CRANDON AVE,,CHICAGO
901,E 104TH ST,E,104TH ST,C318,CHICAGO
134,W 111TH PL,W,111TH PL,,CHICAGO
11700,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
11259,S CHAMPLAIN AVE,S,CHAMPLAIN AVE,,CHICAGO
317,E 120TH PL,E,120TH PL,,CHICAGO
12014,S PRAIRIE AVE,S,PRAIRIE AVE,,CHICAGO
844,W 58TH ST,W,58TH ST,,CHICAGO
12011,S STEWART AVE,S,STEWART AVE,,CHICAGO
11327,S COTTAGE GROVE AVE,S,COTTAGE GROVE AVE,,CHICAGO
6853,S CLYDE AVE,S,CLYDE AVE,,CHICAGO
17023,S BULGAR,S,BULGAR,,HAZEL CREST
124,W 109TH ST,W,109TH ST,,CHICAGO
12245,S GREEN ST,S,GREEN ST,,CHICAGO
12020,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
10812,S DR MARTIN LUTHER KING JR DR,S,DR MARTIN LUTHER KING JR DR,,CHICAGO
7559,S ESSEX AVE,S,ESSEX AVE,,CHICAGO
13220,S PRAIRIE AVE,S,PRAIRIE AVE,,CHICAGO
9016,S LOWE AVE,S,LOWE AVE,,CHICAGO
13250,S PRAIRIE AVE,S,PRAIRIE AVE,,CHICAGO
629,E 131ST ST,E,131ST ST,,CHICAGO
233,W 106TH ST,W,106TH ST,,CHICAGO
10323,S LOWE AVE,S,LOWE AVE,,CHICAGO
242,W 111TH PL,W,111TH PL,,CHICAGO
1765,#VALUE!,,STATE ST,,CALUMET CITY
30,E 103RD ST,E,103RD ST,,CHICAGO
47,W 108TH ST,W,108TH ST,,CHICAGO
11649,S BISHOP ST,S,BISHOP ST,,CHICAGO
12538,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
14127,S LEAVITT ST,S,LEAVITT ST,,BLUE ISLAND
746,E 105TH ST,E,105TH ST,,CHICAGO
9728,S CHAPPEL AVE,S,CHAPPEL AVE,,CHICAGO
735,E 104TH ST,E,104TH ST,,CHICAGO
10924,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
11817,S MICHIGAN AVE,S,MICHIGAN AVE,,CHICAGO
6523,S SEELEY AVE,S,SEELEY AVE,,CHICAGO
935,W 114TH PL,W,114TH PL,,CHICAGO
1114,W 119TH ST,W,119TH ST,,CHICAGO
6148,S WOOD ST,S,WOOD ST,,CHICAGO
11246,S EDBROOKE AVE,S,EDBROOKE AVE,,CHICAGO
121,E 104TH ST,E,104TH ST,,CHICAGO
217,W 112TH ST,W,112TH ST,,CHICAGO
9753,S ALBANY AVE,S,ALBANY AVE,,EVERGREEN PARK
6954,S PARNELL AVE,S,PARNELL AVE,,CHICAGO
159,E 111TH ST,E,111TH ST,,CHICAGO
3210,W ARTHINGTON ST,W,ARTHINGTON ST,,CHICAGO
10908,S INDIANA AVE,S,INDIANA AVE,,CHICAGO
943,E 101ST ST,E,101ST ST,,CHICAGO
10856,S WABASH AVE,S,WABASH AVE,,CHICAGO
12147,S EMERALD AVE,S,EMERALD AVE,,CHICAGO
10342,S CORLISS AVE,S,CORLISS AVE,,CHICAGO
12526,S PRINCETON AVE,S,PRINCETON AVE,,CHICAGO
8213,S MARYLAND AVE,S,MARYLAND AVE,,CHICAGO
11538,S YALE AVE,S,YALE AVE,,CHICAGO
12221,S ABERDEEN ST,S,ABERDEEN ST,,CHICAGO
11564,S LA SALLE ST,S,LA SALLE ST,,CHICAGO
11562,S LA SALLE ST,S,LA SALLE ST,,CHICAGO
12010,S PARNELL AVE,S,PARNELL AVE,,CHICAGO
12322,S LAFAYETTE AVE,S,LAFAYETTE AVE,,CHICAGO
742,W 117TH ST,W,117TH ST,,CHICAGO
556,E 67TH ST,E,67TH ST,,CHICAGO
6431,S VERNON AVE,S,VERNON AVE,,CHICAGO
10505,S WABASH AVE,S,WABASH AVE,,CHICAGO
10434,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
12622,S UNION AVE,S,UNION AVE,,CHICAGO
11360,S DR MARTIN LUTHER KING JR DR,S,DR MARTIN LUTHER KING JR DR,,CHICAGO
11321,S WENTWORTH AVE,S,WENTWORTH AVE,,CHICAGO
115,E 104TH ST,E,104TH ST,,CHICAGO
13033,S ELLIS AVE,S,ELLIS AVE,,CHICAGO
7757,S GREEN ST,S,GREEN ST,,CHICAGO
10543,S EBERHART AVE,S,EBERHART AVE,,CHICAGO
11616,S CHURCH ST,S,CHURCH ST,,CHICAGO
