tract,year1,tract_T,aa,his,nhw,asian,total,position,raceethnicity,loantype,longitude,latitude
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.0526593022465,38.9630410662385
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06896399472234,38.96812900748094
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06433700412956,38.97071040460964
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.04422747653443,38.973600633516874
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.04931807860696,38.96371718439281
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.04929415132196,38.97092115336456
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06390478662263,38.970245157331
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.0525108964309,38.97740062639007
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06102926993438,38.97888712604427
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06853745841546,38.972216551744495
11001001500,2011,T11001001500,2,0,20,1,23,27,nhw,refi,-77.06762726695634,38.96777995998876
11001001600,2011,T11001001600,7,0,5,0,12,28,nhw,refi,-77.0381515259307,38.9766402565494
11001001600,2011,T11001001600,7,0,5,0,12,28,nhw,refi,-77.0326806798739,38.979313221152424
11001001600,2011,T11001001600,7,0,5,0,12,28,nhw,refi,-77.04350883288157,38.992311053725714
11001001600,2011,T11001001600,7,0,5,0,12,28,nhw,refi,-77.04418992712425,38.9882852435685
11001001600,2011,T11001001600,7,0,5,0,12,28,nhw,refi,-77.03253387409572,38.98077685516299
11001001701,2011,T11001001701,2,0,1,0,3,29,nhw,refi,-77.02578840025835,38.97912862029121
11001001702,2011,T11001001702,1,0,2,0,3,30,nhw,refi,-77.01681003088994,38.97697404409235
11001001702,2011,T11001001702,1,0,2,0,3,30,nhw,refi,-77.02145671411411,38.97440675680347
11001001804,2011,T11001001804,2,0,1,0,3,33,nhw,refi,-77.02910721105894,38.964043944498506
11001001901,2011,T11001001901,4,0,1,0,5,34,nhw,refi,-77.02270514781723,38.968550354225194
11001001902,2011,T11001001902,2,0,1,0,3,35,nhw,refi,-77.01708453157238,38.963608056577414
11001002001,2011,T11001002001,2,0,1,0,3,36,nhw,refi,-77.03494393336358,38.957928623097324
11001002002,2011,T11001002002,2,0,2,0,4,37,nhw,refi,-77.02871287747394,38.95448902876254
11001002002,2011,T11001002002,2,0,2,0,4,37,nhw,refi,-77.0325881700035,38.94943297242052
11001002101,2011,T11001002101,2,1,1,0,4,38,nhw,refi,-77.02604778289262,38.954594635801094
11001002102,2011,T11001002102,3,0,1,0,4,39,nhw,refi,-77.00928382575601,38.95849558255371
11001002201,2011,T11001002201,2,0,1,0,3,40,nhw,refi,-77.02342969259605,38.95181623425062
11001002202,2011,T11001002202,2,0,1,0,3,41,nhw,refi,-77.01713717400655,38.94861371554095
11001002301,2011,T11001002301,2,0,2,0,4,42,nhw,refi,-77.01717848099386,38.94507561674828
11001002301,2011,T11001002301,2,0,2,0,4,42,nhw,refi,-77.0177859481879,38.942750173277126
11001002400,2011,T11001002400,2,0,2,0,4,44,nhw,refi,-77.02280218274716,38.937584956097375
11001002400,2011,T11001002400,2,0,2,0,4,44,nhw,refi,-77.02308822649833,38.94145316755107
11001002501,2011,T11001002501,1,1,2,0,4,45,nhw,refi,-77.03050644200667,38.94568435295795
11001002501,2011,T11001002501,1,1,2,0,4,45,nhw,refi,-77.02973584785228,38.945691335287044
11001002502,2011,T11001002502,2,0,4,0,6,46,nhw,refi,-77.03229012231675,38.93722389382028
11001002502,2011,T11001002502,2,0,4,0,6,46,nhw,refi,-77.02808163068346,38.94085856824647
11001002502,2011,T11001002502,2,0,4,0,6,46,nhw,refi,-77.03016114876334,38.93979006547788
11001002502,2011,T11001002502,2,0,4,0,6,46,nhw,refi,-77.03328648345746,38.93736634104663
11001002600,2011,T11001002600,2,0,4,0,6,47,nhw,refi,-77.0408922131611,38.95831718021062
11001002600,2011,T11001002600,2,0,4,0,6,47,nhw,refi,-77.04501303115923,38.94184351923684
11001002600,2011,T11001002600,2,0,4,0,6,47,nhw,refi,-77.0389511270296,38.94209112257467
11001002600,2011,T11001002600,2,0,4,0,6,47,nhw,refi,-77.04143552915184,38.96062965797744
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.0429372418414,38.93404781798695
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.04106506529213,38.93547741862103
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.04259204554239,38.93265966160162
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.04859252275914,38.93327155052206
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.04293955704809,38.93389986028942
11001002701,2011,T11001002701,0,0,6,0,6,48,nhw,refi,-77.046529690464,38.934909777747094
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.03776970281527,38.93099746879209
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.03760765256519,38.93034963280653
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.04149605747918,38.93005925698778
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.04393174315548,38.932167794014994
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.0414447697738,38.93098616977829
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.0454483645898,38.929912841874895
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.04322770219453,38.93214646476841
11001002702,2011,T11001002702,1,1,8,1,11,49,nhw,refi,-77.04222363983003,38.931174651946264
11001002801,2011,T11001002801,0,0,2,0,2,50,nhw,refi,-77.03596043935262,38.93560656590843
11001002801,2011,T11001002801,0,0,2,0,2,50,nhw,refi,-77.03470444217555,38.93620654320093
11001002802,2011,T11001002802,0,0,2,0,2,51,nhw,refi,-77.034236220745,38.93121945733839
11001002802,2011,T11001002802,0,0,2,0,2,51,nhw,refi,-77.03342768310483,38.93160219085768
11001002900,2011,T11001002900,1,0,4,0,5,52,nhw,refi,-77.02617107916025,38.93416708452515
11001002900,2011,T11001002900,1,0,4,0,5,52,nhw,refi,-77.03256187069941,38.93507897828299
11001002900,2011,T11001002900,1,0,4,0,5,52,nhw,refi,-77.02676077244841,38.9353236538045
11001002900,2011,T11001002900,1,0,4,0,5,52,nhw,refi,-77.03225271242651,38.93460926391533
11001003e3,2011,T11001003000,1,0,2,1,4,53,nhw,refi,-77.02865255010997,38.927536930165935
11001003e3,2011,T11001003000,1,0,2,1,4,53,nhw,refi,-77.02833406021853,38.930725691597885
11001003100,2011,T11001003100,1,0,2,0,3,54,nhw,refi,-77.02658674235043,38.92988816813993
11001003100,2011,T11001003100,1,0,2,0,3,54,nhw,refi,-77.02418261982363,38.93404118046206
11001003200,2011,T11001003200,3,1,3,1,8,55,nhw,refi,-77.02175863306167,38.93315726017498
11001003200,2011,T11001003200,3,1,3,1,8,55,nhw,refi,-77.02215229537231,38.930900101642855
11001003200,2011,T11001003200,3,1,3,1,8,55,nhw,refi,-77.02182498067305,38.93392057038751
11001003301,2011,T11001003301,3,0,3,0,6,56,nhw,refi,-77.01056339394434,38.92291782332847
11001003301,2011,T11001003301,3,0,3,0,6,56,nhw,refi,-77.01002894263203,38.91877830720588
11001003301,2011,T11001003301,3,0,3,0,6,56,nhw,refi,-77.01098102722307,38.92107078570109
11001003302,2011,T11001003302,1,0,2,0,3,57,nhw,refi,-77.0106808454668,38.91444754551485
11001003302,2011,T11001003302,1,0,2,0,3,57,nhw,refi,-77.00972983183959,38.914571905646206
11001003400,2011,T11001003400,2,0,2,0,4,58,nhw,refi,-77.01529743759583,38.92349285904518
11001003400,2011,T11001003400,2,0,2,0,4,58,nhw,refi,-77.0186033173905,38.91891725271445
11001003500,2011,T11001003500,1,0,2,0,3,59,nhw,refi,-77.02236100477526,38.922498091485465
11001003500,2011,T11001003500,1,0,2,0,3,59,nhw,refi,-77.02263881959706,38.92337179256771
11001003600,2011,T11001003600,0,0,4,1,5,60,nhw,refi,-77.02964903390847,38.92344371757105
11001003600,2011,T11001003600,0,0,4,1,5,60,nhw,refi,-77.03065659402203,38.92171779881548
11001003600,2011,T11001003600,0,0,4,1,5,60,nhw,refi,-77.02968410962805,38.92289261708329
11001003600,2011,T11001003600,0,0,4,1,5,60,nhw,refi,-77.03108422369516,38.925735532396274
11001003700,2011,T11001003700,1,0,3,1,5,61,nhw,refi,-77.03565957068089,38.922523245567696
11001003700,2011,T11001003700,1,0,3,1,5,61,nhw,refi,-77.03521809974609,38.922366659566556
11001003700,2011,T11001003700,1,0,3,1,5,61,nhw,refi,-77.03346325718063,38.925920061737834
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03854912161937,38.92329500830608
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03722683321344,38.92315390993485
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03830106760434,38.923694944994224
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.04109785321616,38.92031635473425
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03727774903903,38.92214314033786
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03735383449659,38.92440895690409
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03966392313122,38.92063050648033
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.03704287308818,38.9245589461206
11001003800,2011,T11001003800,0,0,9,0,9,62,nhw,refi,-77.0386585938833,38.92059823139356
11001003900,2011,T11001003900,0,0,4,1,5,63,nhw,refi,-77.03867688097377,38.92590394414185
11001003900,2011,T11001003900,0,0,4,1,5,63,nhw,refi,-77.04010592286458,38.92636412703555
11001003900,2011,T11001003900,0,0,4,1,5,63,nhw,refi,-77.04853316559614,38.924068859905475
11001003900,2011,T11001003900,0,0,4,1,5,63,nhw,refi,-77.04293192768289,38.92626832561174
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04864715205656,38.91898940397346
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04622166158475,38.91876738309958
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04816863728055,38.92233674617395
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04356756957026,38.92280464317568
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04648774740609,38.923171973783745
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04632823858641,38.91990546648569
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04573981084741,38.918336429320235
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04547123370911,38.92138570594374
11001004001,2011,T11001004001,0,0,9,0,9,64,nhw,refi,-77.04681571738575,38.91879807701455
11001004002,2011,T11001004002,0,0,4,0,4,65,nhw,refi,-77.04279817997535,38.92185997455691
11001004002,2011,T11001004002,0,0,4,0,4,65,nhw,refi,-77.04251075560813,38.92072390934806
11001004002,2011,T11001004002,0,0,4,0,4,65,nhw,refi,-77.04291102267084,38.91729501956096
11001004002,2011,T11001004002,0,0,4,0,4,65,nhw,refi,-77.04621773181229,38.91465791639916
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05174290093042,38.915107611085745
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05038391161887,38.92026923441777
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05463300553343,38.91668579708892
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05354859719189,38.91738650353544
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05670780119276,38.914419243988704
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.05429388060537,38.91444524391011
11001004100,2011,T11001004100,0,0,7,0,7,66,nhw,refi,-77.0516183357177,38.91152799318419
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.03715826088695,38.91774302358572
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.03880757615093,38.91569304662455
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.03974202256983,38.9148535502527
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.0407858669734,38.916552335186914
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.03684721769548,38.91853139996103
11001004201,2011,T11001004201,0,1,6,0,7,67,nhw,refi,-77.03943637250681,38.917482878273674
11001004202,2011,T11001004202,0,0,5,0,5,68,nhw,refi,-77.04250939701974,38.91178514106459
11001004202,2011,T11001004202,0,0,5,0,5,68,nhw,refi,-77.04378590530885,38.915133093437476
11001004202,2011,T11001004202,0,0,5,0,5,68,nhw,refi,-77.04086252869037,38.91252134092244
11001004202,2011,T11001004202,0,0,5,0,5,68,nhw,refi,-77.04410668010478,38.911940626668
11001004202,2011,T11001004202,0,0,5,0,5,68,nhw,refi,-77.0433656507195,38.91203254706596
11001004300,2011,T11001004300,0,0,5,0,5,69,nhw,refi,-77.0325004663652,38.91529245725619
11001004300,2011,T11001004300,0,0,5,0,5,69,nhw,refi,-77.03240087906752,38.91428747666132
11001004300,2011,T11001004300,0,0,5,0,5,69,nhw,refi,-77.03528338521616,38.91510989129489
11001004300,2011,T11001004300,0,0,5,0,5,69,nhw,refi,-77.03312285789666,38.914986016710735
11001004300,2011,T11001004300,0,0,5,0,5,69,nhw,refi,-77.03340039640125,38.9167325327716
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.03112464573098,38.91535553015373
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02887227233379,38.91613578667142
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.03155378379675,38.917522826089325
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02672615392473,38.91836784855855
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02423202186407,38.915670374383176
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02630849658058,38.915850893845416
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02511881933906,38.91706588854599
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02502518976566,38.91525416992492
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02384067077755,38.915066916247405
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02756203285756,38.918678446678996
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02850717550257,38.919431204379734
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02256239585707,38.91478256054925
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02912821848264,38.91447707866781
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.0236001400203,38.91533237274289
11001004400,2011,T11001004400,3,1,15,2,21,70,nhw,refi,-77.02679986151638,38.915981481424495
11001004600,2011,T11001004600,2,0,2,0,4,71,nhw,refi,-77.01321520529093,38.91131464419372
11001004600,2011,T11001004600,2,0,2,0,4,71,nhw,refi,-77.01336914416993,38.909392865876946
11001004700,2011,T11001004700,1,0,4,1,6,72,nhw,refi,-77.00923578893841,38.898148614396376
11001004700,2011,T11001004700,1,0,4,1,6,72,nhw,refi,-77.01104027025016,38.90492854995731
11001004700,2011,T11001004700,1,0,4,1,6,72,nhw,refi,-77.01443680726054,38.90273014338305
11001004700,2011,T11001004700,1,0,4,1,6,72,nhw,refi,-77.01231331639082,38.89997851618749
11001004801,2011,T11001004801,1,0,2,0,3,73,nhw,refi,-77.01895827434144,38.90857640011531
11001004801,2011,T11001004801,1,0,2,0,3,73,nhw,refi,-77.01732760281865,38.909331368122224
11001004802,2011,T11001004802,0,0,3,0,3,74,nhw,refi,-77.01768619460758,38.90573446832178
11001004802,2011,T11001004802,0,0,3,0,3,74,nhw,refi,-77.02128978071394,38.90734347123126
11001004802,2011,T11001004802,0,0,3,0,3,74,nhw,refi,-77.01500101027128,38.905765602677754
11001004901,2011,T11001004901,0,0,2,0,2,75,nhw,refi,-77.02484534903255,38.910011625237544
11001004901,2011,T11001004901,0,0,2,0,2,75,nhw,refi,-77.02394728611476,38.909783919974245
11001004902,2011,T11001004902,0,1,3,0,4,76,nhw,refi,-77.02540777004953,38.90564333217535
11001004902,2011,T11001004902,0,1,3,0,4,76,nhw,refi,-77.02691359387815,38.90521097911705
11001004902,2011,T11001004902,0,1,3,0,4,76,nhw,refi,-77.02627794137196,38.90501732423008
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02830976296302,38.909421178099365
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02800099868237,38.90897036883192
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.03072807289381,38.91294211976348
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02845268501792,38.90666202201393
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02901385524856,38.90477897748577
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02781386308992,38.910677181477624
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02778520553017,38.908786851491946
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.0283521121327,38.909806774959065
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02710609821322,38.90783208015262
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02938092419987,38.90719955796116
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02845471242641,38.9134443589107
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.02916152984955,38.91221278281402
11001005e3,2011,T11001005000,2,1,13,1,17,77,nhw,refi,-77.03131890284389,38.905619626773166
11001005100,2011,T11001005100,0,0,3,0,3,78,nhw,refi,-77.03221130525904,38.90506719673658
11001005100,2011,T11001005100,0,0,3,0,3,78,nhw,refi,-77.03254090430794,38.899944289002406
11001005100,2011,T11001005100,0,0,3,0,3,78,nhw,refi,-77.03236568351213,38.90176021994708
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03980942178318,38.91199031111295
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03745103060794,38.91370605180302
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03685972305063,38.912132109261975
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03691040952695,38.913639829019964
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03787550241756,38.913753259784464
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.04200860851225,38.91081325100231
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03735209760117,38.912580664637666
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03986496766491,38.909757825322615
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.04042777861845,38.91267819463745
11001005301,2011,T11001005301,0,0,10,1,11,80,nhw,refi,-77.03887414041927,38.90866741587038
11001005401,2011,T11001005401,0,0,1,0,1,82,nhw,refi,-77.04576698797175,38.901729655146255
11001005600,2011,T11001005600,0,0,4,0,4,84,nhw,refi,-77.0563573158543,38.902462210710645
11001005600,2011,T11001005600,0,0,4,0,4,84,nhw,refi,-77.05111266386696,38.900884854961035
11001005600,2011,T11001005600,0,0,4,0,4,84,nhw,refi,-77.05628185098887,38.89878361997843
11001005600,2011,T11001005600,0,0,4,0,4,84,nhw,refi,-77.05316673617429,38.89981728209983
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.03308108681328,38.89802416151555
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.019964556018,38.89345833202304
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.01937584956357,38.9001056532714
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.0329496555044,38.898584935716755
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.02456855250885,38.901351097488075
11001005800,2011,T11001005800,0,0,6,1,7,87,nhw,refi,-77.02492245706813,38.89700342999742
11001005900,2011,T11001005900,0,0,2,1,3,88,nhw,refi,-77.01830027033091,38.899866827766616
11001005900,2011,T11001005900,0,0,2,1,3,88,nhw,refi,-77.01554753105196,38.8988787424534
11001006001,2011,T11001006001,1,0,2,0,3,89,nhw,refi,-77.01595620434021,38.88155212973577
11001006001,2011,T11001006001,1,0,2,0,3,89,nhw,refi,-77.01699431445812,38.882377032227296
11001006100,2011,T11001006100,1,0,1,0,2,91,nhw,refi,-77.01533105184214,38.87741738942316
11001006201,2011,T11001006201,0,0,1,0,1,92,nhw,refi,-77.02305442867186,38.883468515393496
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07813116050521,38.9224902949305
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.0816583466604,38.91706313067881
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.0696436577251,38.912711724928755
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.0760240130855,38.91493946925353
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07988031914743,38.91548972622273
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07548542889789,38.9155234953312
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07906003149516,38.91882846772938
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07595614427058,38.915232297990244
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.08026981988034,38.91606017979
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07756913298343,38.91875031738123
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07644384542161,38.91679656989542
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.0765308365289,38.91549957995678
11001000300,2011,T11001000300,0,1,13,1,15,93,nhw,refi,-77.07570614855607,38.917315166284176
11001006301,2011,T11001006301,1,0,3,0,4,95,nhw,refi,-77.0205742850708,38.87456635604385
11001006301,2011,T11001006301,1,0,3,0,4,95,nhw,refi,-77.0142589700609,38.87262595183947
11001006301,2011,T11001006301,1,0,3,0,4,95,nhw,refi,-77.01521660417654,38.87631404909832
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-76.9986173020069,38.88405623388414
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-77.00293756274927,38.88576979640324
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-77.00210618983073,38.883438796573564
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-77.00516661752857,38.884104039563226
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-77.00582031381202,38.88275095390491
11001006500,2011,T11001006500,0,0,6,0,6,97,nhw,refi,-77.00635807744546,38.883844051497654
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.98629263137192,38.888402314306646
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.990574275347,38.888874821869265
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.99155153418981,38.88847823425137
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.98605338935462,38.88713481459393
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.99463221164852,38.8869541373646
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.99440921321269,38.88777974319352
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.98631626788891,38.88952215785531
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.98580605312442,38.88724907927617
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.9931226752264,38.88697067610023
11001006700,2011,T11001006700,1,1,10,0,12,98,nhw,refi,-76.98836305397698,38.88649722854521
11001006600,2011,T11001006600,0,0,4,0,4,99,nhw,refi,-77.00053306025228,38.887150484673576
11001006600,2011,T11001006600,0,0,4,0,4,99,nhw,refi,-76.9981412219142,38.88918592883209
11001006600,2011,T11001006600,0,0,4,0,4,99,nhw,refi,-77.00244725183181,38.889522114341375
11001006600,2011,T11001006600,0,0,4,0,4,99,nhw,refi,-76.99553614811443,38.88738523297328
11001007e3,2011,T11001007000,0,0,5,0,5,100,nhw,refi,-76.99756522274087,38.88041387130972
11001007e3,2011,T11001007000,0,0,5,0,5,100,nhw,refi,-76.99559787618959,38.88092128443148
11001007e3,2011,T11001007000,0,0,5,0,5,100,nhw,refi,-77.00185828185532,38.880941758595576
11001007e3,2011,T11001007000,0,0,5,0,5,100,nhw,refi,-76.99654620180853,38.882923172835575
11001007e3,2011,T11001007000,0,0,5,0,5,100,nhw,refi,-76.99589976852272,38.87996829330182
11001006801,2011,T11001006801,1,0,2,0,3,101,nhw,refi,-76.97786445312094,38.88546398369359
11001006801,2011,T11001006801,1,0,2,0,3,101,nhw,refi,-76.9806926044413,38.88613271201411
11001006802,2011,T11001006802,1,0,3,0,4,102,nhw,refi,-76.97732443196989,38.88365382078204
11001006802,2011,T11001006802,1,0,3,0,4,102,nhw,refi,-76.98246800663028,38.88252543540452
11001006802,2011,T11001006802,1,0,3,0,4,102,nhw,refi,-76.97947162525145,38.88464018578391
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.98843799085512,38.88269867993809
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.98384118021947,38.88228141742796
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.98459010639095,38.88210368396617
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.9878798614151,38.88148693517257
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.98627808360105,38.885129066864465
11001006900,2011,T11001006900,1,0,6,0,7,104,nhw,refi,-76.98422261756534,38.88111456166085
11001007100,2011,T11001007100,1,0,4,0,5,106,nhw,refi,-76.99094370869173,38.879437035461144
11001007100,2011,T11001007100,1,0,4,0,5,106,nhw,refi,-76.9823619790405,38.87663677774504
11001007100,2011,T11001007100,1,0,4,0,5,106,nhw,refi,-76.98950531500613,38.881218413723616
11001007100,2011,T11001007100,1,0,4,0,5,106,nhw,refi,-76.98843391817759,38.87506204290824
11001007200,2011,T11001007200,0,0,3,1,4,107,nhw,refi,-77.00462481614292,38.873753584329194
11001007200,2011,T11001007200,0,0,3,1,4,107,nhw,refi,-76.99946696616892,38.87679221846679
11001007200,2011,T11001007200,0,0,3,1,4,107,nhw,refi,-76.9935609264852,38.87594196591584
11001007603,2011,T11001007603,2,0,1,0,3,122,nhw,refi,-76.96635304801492,38.85653217062069
11001007604,2011,T11001007604,2,0,1,0,3,123,nhw,refi,-76.96145672915372,38.86271488063624
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99324102256958,38.891046063355134
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99278941763752,38.89235727826281
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99034804595773,38.89299971753022
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99139084216807,38.89063326379648
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99456159075966,38.89224216501393
11001008100,2011,T11001008100,1,0,9,0,10,134,nhw,refi,-76.99051202543977,38.89714041542897
